id,name,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,cvr_p,cvr_q,phases,has_gen,has_load,has_cap,latitude,longitude
11,hvmv69s1s2_1,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.69391722,-119.07071
12,hvmv69s1s2_2,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6804138,-119.0691435
13,hvmv69s1s2_3,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6717019,-119.0696656
14,hvmv69s1s2_4,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.66734596,-119.0811537
15,hvmv69s1s2_5,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.66734596,-119.1072628
16,hvmv69s1s2_6,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.65427812,-119.1333719
17,hvmv69s1s2_7,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.64338826,-119.1594811
18,hvmv69s1s2_8,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63685434,-119.1751466
19,hvmv69s1s2_9,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62901364,-119.190812
20,hvmv69s1s2_10,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62073734,-119.2033444
21,hvmv69sub2_lnb,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62073734,-119.2047543
22,hvmv69sub2_hsb,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62160852,-119.2047543
23,hvmv11sub2_lsb,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6233509,-119.2047543
24,m1047300,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6247246,-119.2047392
25,hvmv69s2s3_1,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62073734,-119.2059553
26,hvmv69s2s3_2,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.679107,-119.2401583
27,hvmv69sub3_hsb,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,39837.16857408418,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6799782,-119.2404194
28,hvmv11sub3_lsb,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68172058,-119.2409416
29,e203026,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68271272,-119.2412838
30,m1209817,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.69164238,-119.0758362
31,l2801909,0.0,0.0,0.0,0.0,0.007067262821405408,0.0017721497563547707,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.69128624,-119.0759062
32,m1209814,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.69030928,-119.0760983
33,m1209811,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68880242,-119.0764049
34,m1209807,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68707638,-119.0767661
35,m1209805,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6870583,-119.0775224
36,l2823592,0.0037685330745044817,0.0009450038142839867,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.68625512,-119.0790532
37,l2823592_cap,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68625,-119.079055
38,r20185,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,True,46.68625238,-119.0790649
39,d5513564-1_int,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68585872,-119.079326
40,e192201,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68576734,-119.0800287
41,m1209800,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68533204,-119.0808273
42,m1209797,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68476974,-119.0819293
43,m1209791,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68432474,-119.0829379
44,m1209790,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68393902,-119.0837637
45,m1209788,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68360496,-119.0846939
46,m1209787,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68298864,-119.0863755
47,l2823611,0.008316774601599778,0.00208554848088238,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.68227766,-119.088328
48,l3030204,0.008866563254581924,0.0022234186781349727,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6816312,-119.0895302
49,m1186072,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68128498,-119.0900308
50,d6048634-1_int,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68084938,-119.0908141
51,m1186067,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68073852,-119.0910683
52,m3032980,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68033208,-119.0917758
53,m3032977,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68104588,-119.0960884
54,m1166366,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68152696,-119.1013242
55,m1166368,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68161568,-119.1020214
56,l2973833,0.0,0.0,0.008451184386776573,0.0021192729475305425,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.68181916,-119.1038052
57,m1166373,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68186144,-119.1045127
58,m1166374,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68187098,-119.1046724
59,l2786266,0.008316792946177038,0.0020855857337995515,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.68199478,-119.1058218
60,m1166375,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68205734,-119.1064092
61,l2842383,0.008316794810149667,0.002085589426130676,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.68237166,-119.1080248
62,d6023352-1_int,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68236962,-119.1084638
63,e184626,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6823701,-119.1089321
64,m1166377,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68236204,-119.1091086
65,m1166376,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68233676,-119.1096861
66,l2842384,0.0,0.0,0.0,0.0,0.004068444949889426,0.0010202233137824872,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.68233284,-119.1097759
67,m1149236,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68226664,-119.1109343
68,m1149235,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68224172,-119.1116456
69,d5563942-4_int,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6822215,-119.1119625
70,q16483,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6822,-119.1121
71,q16483_cap,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6822,-119.1122
72,r42247,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,True,46.6822144,-119.1122683
73,m1149233,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.68218458,-119.1129483
74,l3048965,0.0,0.0,0.0145844381515527,0.003657314100494636,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6820779,-119.114612
75,m1142843,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6819893,-119.1154851
76,m1026329,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6153648,-119.2182153
77,m1026328,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.61502638,-119.2186373
78,m1026330,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6157226,-119.2177707
79,m1026331,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6162805,-119.2170647
80,m1026333,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.61673378,-119.2164911
81,l2973162,0.0,0.0,0.00583660518998242,0.0014642881590184456,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.61725362,-119.2158272
82,m1026341,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6179223,-119.2149685
83,m1026347,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.61845116,-119.2143685
84,l3235275,0.0,0.0,0.009724342057452847,0.002439636290191052,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.61919974,-119.2132006
85,m1026354,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.61984188,-119.2122403
86,m1026356,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6201627,-119.2116994
87,m1026357,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62041678,-119.211294
88,l3122849,0.0,0.0,0.005836602287079629,0.0014642796518595897,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.62116826,-119.2101758
89,l2691954,0.0,0.0,0.009724337958947869,0.0024396290082738495,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.62170188,-119.209281
90,m1047292,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62245572,-119.2080613
91,m1047293,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62264224,-119.2077995
92,l2763153,0.008864694687033678,0.0022241795487339595,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.623081,-119.2071597
93,l3139121,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6236783,-119.2060926
94,m1047299,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62408654,-119.2054971
95,l3027116,0.008315020266878567,0.0020862712615095148,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6254012,-119.203882
96,m1047303,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62612896,-119.203005
97,l3254238,0.0,0.0,0.009724338604357294,0.002439636358072778,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.62712412,-119.2017922
98,l2673346,0.0,0.0,0.0,0.0,0.010164089098294258,0.002549791820773786,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.628414,-119.2002089
99,e182748,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62905798,-119.1994313
100,d6049825-1_int,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62907898,-119.1994019
101,m1047309,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62910402,-119.1993757
102,n1137960,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62934464,-119.1990556
103,m1047312,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.62948978,-119.1988625
104,l3216370,0.006546092288557533,0.0016424602692801141,0.0068859974487404055,0.0017275680113714655,0.004067636634779778,0.0010204230874724652,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.63046434,-119.1975889
105,m1047316,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63061544,-119.1974141
106,l3235255,0.0,0.0,0.004947125454506819,0.001241143075940371,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.63112954,-119.1967897
107,l2897780,0.0,0.0,0.009724350949328898,0.002439663674494857,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6315772,-119.1962708
108,m1047324,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63249838,-119.1951319
109,m1047325,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63259122,-119.1950207
110,q14412,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63267262,-119.1948851
111,d5926308-3_int,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63315178,-119.1944673
112,l2860491,0.00654609828499254,0.0016424711590489983,0.0145815370152671,0.0036582569504155327,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.63330654,-119.1942248
113,m1047339,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6341519,-119.1932303
114,l2991922,0.005316833417817259,0.0013340422427106497,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.63481618,-119.1922837
115,m1047345,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63531398,-119.1915627
116,m1047346,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63570258,-119.1909888
117,l3104134,0.0,0.0,0.0,0.0,0.010164108164926482,0.0025498407787289193,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.63614532,-119.1903949
118,l2860490,0.011862941644122736,0.002976531549964182,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.63682132,-119.1896728
119,l3254218,0.00886472731017564,0.0022242519779743894,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6375779,-119.1888555
120,r18242,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,True,46.63797664,-119.18841689999999
121,m1069135,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.63872438,-119.1875949
122,m1069136,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6395403,-119.186757
123,l3235256,0.005316839980718438,0.0013340556289381305,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.63993208,-119.1863872
124,l3197630,0.00886473286698248,0.0022242677778490016,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6412267,-119.1850467
125,m1069154,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.64313652,-119.18304
126,m1069155,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.64421632,-119.1819034
127,m1069156,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.64552402,-119.1804516
128,l3048206,0.008864738502698782,0.0022242897006070116,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6461295,-119.1797264
129,l2766718,0.0,0.0,0.0,0.0,0.015251206820688156,0.0038261196158797983,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.64703696,-119.1785906
130,l3010556,0.005316845787736101,0.001334077726610407,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,46.6480445,-119.1772301
131,m1069169,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.64871544,-119.1762644
132,e182724,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.64948422,-119.1749648
133,d6413567-3_int,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.64953014,-119.1748333
134,n1139541,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.649595,-119.1747455
135,m1069175,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.6499176,-119.1741067
136,m1069184,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.65041418,-119.1731885
137,m1069189,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.65061498,-119.1728172
138,l3195356,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.65115006,-119.1717579
139,m1089112,0.0,0.0,0.0,0.0,0.0,0.0,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,46.65149384,-119.1712257
