fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
23,24,0.0007428399248076644,8.956417186819567e-05,9.079582232544637e-05,0.0007373359820002903,8.806309507911163e-05,0.0007397223062853825,0.0005432738612280448,0.00024794688111482073,0.00021904155523298012,0.0005496630555958776,0.00020160598490346932,0.0005468918380026128,line,l13b,,1000000.0,14376.021702821681,206.67,abc
24,25,0.01807577150365317,0.002179394848792762,0.0022093650099191953,0.017941842228673732,0.00214286864692505,0.01799990945294431,0.01321966395654909,0.006033374107127305,0.00533001117733585,0.013375134352833022,0.004905745632651087,0.013307701391396915,line,l14a,,1000000.0,14376.021702821681,206.67,abc
25,26,0.01807577150365317,0.002179394848792762,0.0022093650099191953,0.017941842228673732,0.00214286864692505,0.01799990945294431,0.01321966395654909,0.006033374107127305,0.00533001117733585,0.013375134352833022,0.004905745632651087,0.013307701391396915,line,l14b,,1000000.0,14376.021702821681,206.67,abc
26,27,0.0009197065735713941,0.00011088897469395655,0.00011241387526007645,0.0009128921681908357,0.00010903049866937632,0.0009158466649247593,0.0006726247805680554,0.00030698185280882574,0.0002711943064789278,0.0006805352116901341,0.00024960740988048583,0.0006771041803841874,line,l15,,1000000.0,14376.021702821681,206.67,abc
46,28,1.7686664876372965e-05,2.1324802825760876e-06,2.1618052934630088e-06,1.7555618619054532e-05,2.0967403590264674e-06,1.761243586393768e-05,1.2935091934001065e-05,5.903497169400495e-06,5.215275124594765e-06,1.3087215609425657e-05,4.800142497701651e-06,1.302123423815745e-05,line,l25,,1000000.0,14376.021702821681,206.67,abc
28,29,0.004333232894711376,0.0005224576692311415,0.0005296422968984372,0.004301126561668361,0.0005137013879614845,0.004315046786664731,0.003169097523830261,0.0014463568065031212,0.0012777424055257175,0.003206367824309286,0.0011760349119369045,0.003190202388348575,line,l16a,,1000000.0,14376.021702821681,206.67,abc
29,30,0.004333232894711376,0.0005224576692311415,0.0005296422968984372,0.004301126561668361,0.0005137013879614845,0.004315046786664731,0.003169097523830261,0.0014463568065031212,0.0012777424055257175,0.003206367824309286,0.0011760349119369045,0.003190202388348575,line,l16b,,1000000.0,14376.021702821681,206.67,abc
30,31,0.005155662811462718,0.0006216180023709296,0.0006301662430444671,0.0051174628274543955,0.0006111998146562152,0.005134025054337833,0.0037705792987613104,0.0017208694248802441,0.001520252698819374,0.0038149233501475785,0.0013992415380800311,0.003795689780422896,line,l29a,,1000000.0,14376.021702821681,206.67,abc
31,32,0.005155662811462718,0.0006216180023709296,0.0006301662430444671,0.0051174628274543955,0.0006111998146562152,0.005134025054337833,0.0037705792987613104,0.0017208694248802441,0.001520252698819374,0.0038149233501475785,0.0013992415380800311,0.003795689780422896,line,l29b,,1000000.0,14376.021702821681,206.67,abc
32,33,0.000495226616538443,5.970944791213046e-05,6.053054821696425e-05,0.000491557321333527,5.87087300527411e-05,0.000493148204190255,0.00036218257415202986,0.00016529792074321386,0.00014602770348865344,0.00036644203706391837,0.0001344039899356462,0.0003645945586684086,line,l18,,1000000.0,14376.021702821681,206.67,abc
52,34,0.0023700130934339774,0.00028575235786519577,0.0002896819093240432,0.0023524528949533073,0.0002809632081095467,0.002360066405767649,0.0017333023191561429,0.0007910686206996663,0.0006988468666956985,0.001753686891663038,0.0006432190946920211,0.0017448453879130982,line,l30b,,1000000.0,14376.021702821681,206.67,abc
34,35,0.0007605265896840374,9.169665215077176e-05,9.295762761890938e-05,0.0007548916006193449,9.01598354381381e-05,0.0007573347421493202,0.0005562089531620458,0.00025385037828422124,0.00022425683035757487,0.0005627502712053032,0.00020640612740117095,0.0005599130722407703,line,l19a,,1000000.0,14376.021702821681,206.67,abc
35,36,0.0007605265896840374,9.169665215077176e-05,9.295762761890938e-05,0.0007548916006193449,9.01598354381381e-05,0.0007573347421493202,0.0005562089531620458,0.00025385037828422124,0.00022425683035757487,0.0005627502712053032,0.00020640612740117095,0.0005599130722407703,line,l19b,,1000000.0,14376.021702821681,206.67,abc
33,37,0.0011938498791551752,0.00014394241907388593,0.0001459218573087531,0.001185004256786181,0.00014152997423428658,0.0011888394208157934,0.0008731187055450719,0.00039848605893453334,0.00035203107091014667,0.0008833870536362319,0.0003240096185948614,0.0008789333110756279,line,l21a,,1000000.0,14376.021702821681,206.67,abc
37,38,0.0011938498791551752,0.00014394241907388593,0.0001459218573087531,0.001185004256786181,0.00014152997423428658,0.0011888394208157934,0.0008731187055450719,0.00039848605893453334,0.00035203107091014667,0.0008833870536362319,0.0003240096185948614,0.0008789333110756279,line,l21b,,1000000.0,14376.021702821681,206.67,abc
38,39,0.003218973007499879,0.000388111411428848,0.00039344856341026757,0.003195122588667925,0.00038160674534281713,0.0032054633272366575,0.002354186731988194,0.00107443648483089,0.0009491800726762473,0.0023818732409154695,0.0008736259345817004,0.002369864631344656,line,l22a,,1000000.0,14376.021702821681,206.67,abc
39,40,0.003218973007499879,0.000388111411428848,0.00039344856341026757,0.003195122588667925,0.00038160674534281713,0.0032054633272366575,0.002354186731988194,0.00107443648483089,0.0009491800726762473,0.0023818732409154695,0.0008736259345817004,0.002369864631344656,line,l22b,,1000000.0,14376.021702821681,206.67,abc
40,41,0.00046869661922388354,5.651072748826633e-05,5.728784027676974e-05,0.0004652238934049451,5.5563619514201396e-05,0.0004667295503943485,0.00034277993625102824,0.0001564426749891131,0.00013820479080176127,0.00034681121364977987,0.00012720377618909376,0.00034506270731117245,line,l23a,,1000000.0,14376.021702821681,206.67,abc
41,42,0.00046869661922388354,5.651072748826633e-05,5.728784027676974e-05,0.0004652238934049451,5.5563619514201396e-05,0.0004667295503943485,0.00034277993625102824,0.0001564426749891131,0.00013820479080176127,0.00034681121364977987,0.00012720377618909376,0.00034506270731117245,line,l23b,,1000000.0,14376.021702821681,206.67,abc
27,43,0.0,0.0,0.0,0.029926338220351286,0.0,0.0,0.0,0.0,0.0,0.015879853994290413,0.0,0.0,line,l26a,,1000000.0,14376.021702821681,206.67,b
43,44,0.0,0.0,0.0,0.029926338220351286,0.0,0.0,0.0,0.0,0.0,0.015879853994290413,0.0,0.0,line,l26b,,1000000.0,14376.021702821681,206.67,b
27,45,0.06513998673968162,0.00785392488072773,0.007961928895824262,0.06465734337397784,0.0077222947422944796,0.06486660128688247,0.04763994359292592,0.02174258007490202,0.01920785828388252,0.04820021508951469,0.01767892481903518,0.047957205699133885,line,l27,,1000000.0,14376.021702821681,206.67,abc
45,46,2.9999909420815807e-06,0.0,0.0,2.9999909420815807e-06,0.0,2.9999909420815807e-06,0.00014999954710407903,0.0,0.0,0.00014999954710407903,0.0,0.00014999954710407903,transformer,reg2areg2breg2c,,1000000.0,14376.021702821681,206.67,abc
28,47,3.582702292899409e-05,0.0,0.0,3.582702292899409e-05,0.0,3.582702292899409e-05,0.0017913511464497046,0.0,0.0,0.0017913511464497046,0.0,0.0017913511464497046,transformer,xfm1,,1000000.0,2401.7771198288433,5.768533333333334,abc
30,48,0.00207803977355204,0.0,0.0,0.0,0.0,0.0,0.0011026731020467413,0.0,0.0,0.0,0.0,0.0,line,l28a,,1000000.0,14376.021702821681,206.67,a
48,49,0.00207803977355204,0.0,0.0,0.0,0.0,0.0,0.0011026731020467413,0.0,0.0,0.0,0.0,0.0,line,l28b,,1000000.0,14376.021702821681,206.67,a
32,50,0.0017863531525136693,0.00021538050854018486,0.00021834233463976387,0.0017731174805245076,0.00021177077626167323,0.0017788560222577055,0.0013064442853341076,0.0005962532141094499,0.0005267427875840713,0.0013218087765519912,0.00048481439226786676,0.0013151446580539022,line,l17a,,1000000.0,14376.021702821681,206.67,abc
50,51,0.0017863531525136693,0.00021538050854018486,0.00021834233463976387,0.0017731174805245076,0.00021177077626167323,0.0017788560222577055,0.0013064442853341076,0.0005962532141094499,0.0005267427875840713,0.0013218087765519912,0.00048481439226786676,0.0013151446580539022,line,l17b,,1000000.0,14376.021702821681,206.67,abc
51,52,0.0023700130934339774,0.00028575235786519577,0.0002896819093240432,0.0023524528949533073,0.0002809632081095467,0.002360066405767649,0.0017333023191561429,0.0007910686206996663,0.0006988468666956985,0.001753686891663038,0.0006432190946920211,0.0017448453879130982,line,l30a,,1000000.0,14376.021702821681,206.67,abc
34,53,0.000495226616538443,5.970944791213046e-05,6.053054821696425e-05,0.000491557321333527,5.87087300527411e-05,0.000493148204190255,0.00036218257415202986,0.00016529792074321386,0.00014602770348865344,0.00036644203706391837,0.0001344039899356462,0.0003645945586684086,line,l20,,1000000.0,14376.021702821681,206.67,abc
53,54,0.0,0.0,0.0,0.00427937262302221,0.0,0.0,0.0,0.0,0.0,0.0031648319059370015,0.0,0.0,line,l31a,,1000000.0,14376.021702821681,206.67,b
54,55,0.0,0.0,0.0,0.00427937262302221,0.0,0.0,0.0,0.0,0.0,0.0031648319059370015,0.0,0.0,line,l31b,,1000000.0,14376.021702821681,206.67,b
47,56,0.46348002925295856,0.0728434732433432,0.07384892734837278,0.45897281810281065,0.07162999282544379,0.4609143860392011,0.46261325752588756,0.20036288909023667,0.17387435353180472,0.4704488713757396,0.15917390980029586,0.46705112840236684,line,l32,,1000000.0,2401.7771198288433,5.768533333333334,abc
