fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
13,15,0.0,0.0,0.0,0.0,0.0,0.006552792159763313,0.0,0.0,0.0,0.0,0.0,0.006639469304733727,line,l14,,1000000.0,2401.7771198288433,5.768533333333334,c
13,16,0.01263752773668639,0.004281850961538461,0.004229844674556213,0.012498844304733726,0.004160502958579881,0.012394831730769228,0.02839543269230769,0.011476053994082839,0.013590976331360945,0.02884615384615384,0.010418592825443785,0.0291928624260355,line,l15,,1000000.0,2401.7771198288433,5.768533333333334,abc
14,17,0.010903984837278105,0.0,0.0,0.0,0.0,0.0,0.01106000369822485,0.0,0.0,0.0,0.0,0.0,line,l16,,1000000.0,2401.7771198288433,5.768533333333334,a
14,18,0.010903984837278105,0.0,0.0,0.0,0.0,0.0,0.01106000369822485,0.0,0.0,0.0,0.0,0.0,line,l17,,1000000.0,2401.7771198288433,5.768533333333334,a
15,19,0.0,0.0,0.0,0.0,0.0,0.0043685281065088755,0.0,0.0,0.0,0.0,0.0,0.004420534393491124,line,l36,,1000000.0,2401.7771198288433,5.768533333333334,c
19,20,0.0,0.0,0.0,0.0,0.0,0.016364644970414198,0.0,0.0,0.0,0.0,0.0,0.016590005547337274,line,l18,,1000000.0,2401.7771198288433,5.768533333333334,c
19,21,0.0,0.0,0.0,0.0,0.0,0.01527251294378698,0.0,0.0,0.0,0.0,0.0,0.015480538091715975,line,l19,,1000000.0,2401.7771198288433,5.768533333333334,c
16,22,0.010903984837278105,0.0,0.0,0.0,0.0,0.0,0.01106000369822485,0.0,0.0,0.0,0.0,0.0,line,l20,,1000000.0,2401.7771198288433,5.768533333333334,a
16,23,0.004593888683431952,0.0015601886094674553,0.0015428531804733726,0.0045418823964497035,0.0015081823224852068,0.004507211538461538,0.010331915680473371,0.004177838387573964,0.004940597263313609,0.010487934541420116,0.0037964589497041417,0.01062661797337278,line,l21,,1000000.0,2401.7771198288433,5.768533333333334,abc
22,24,0.01418038091715976,0.0,0.0,0.0,0.0,0.0,0.014371070636094673,0.0,0.0,0.0,0.0,0.0,line,l22,,1000000.0,2401.7771198288433,5.768533333333334,a
23,25,0.0,0.0,0.0,0.022917437130177513,0.0,0.0,0.0,0.0,0.0,0.023229474852071004,0.0,0.0,line,l23,,1000000.0,2401.7771198288433,5.768533333333334,b
23,26,0.0038311298076923075,0.001300157174556213,0.00128282174556213,0.0037964589497041417,0.0012654863165680473,0.003761788091715976,0.008598372781065088,0.0034844212278106507,0.004125832100591716,0.008737056213017751,0.0031550480769230766,0.008841068786982247,line,l24,,1000000.0,2401.7771198288433,5.768533333333334,abc
26,27,0.0,0.0,0.0,0.0,0.0,0.024009569156804734,0.0,0.0,0.0,0.0,0.0,0.024338942307692304,line,l25,,1000000.0,2401.7771198288433,5.768533333333334,c
26,28,0.004212509245562129,0.0014215051775147928,0.0014041697485207099,0.004160502958579881,0.0013868343195266271,0.004125832100591716,0.00946514423076923,0.0038311298076923075,0.004524546967455621,0.009621163091715975,0.0034670857988165675,0.009725175665680472,line,l26,,1000000.0,2401.7771198288433,5.768533333333334,abc
28,29,1.733542899408284e-05,0.0,0.0,0.0,0.0,1.733542899408284e-05,1.733542899408284e-05,0.0,0.0,0.0,0.0,1.733542899408284e-05,line,l27,,1000000.0,2401.7771198288433,5.768533333333334,ac
28,30,0.0030683709319526626,0.0010401257396449703,0.0010227903106508874,0.003033700073964497,0.0010054548816568044,0.002999029215976331,0.006882165310650887,0.0027736686390532543,0.003293731508875739,0.006986177884615384,0.0025309726331360946,0.0070728550295857985,line,l28,,1000000.0,2401.7771198288433,5.768533333333334,abc
29,31,0.004125832100591716,0.0,0.0,0.0,0.0,0.0,0.009725175665680472,0.0,0.0,0.0,0.0,0.0,line,l29,,1000000.0,2401.7771198288433,5.768533333333334,a
29,32,0.0,0.0,0.0,0.0,0.0,0.009811852810650886,0.0,0.0,0.0,0.0,0.0,0.00995053624260355,line,l30,,1000000.0,2401.7771198288433,5.768533333333334,c
31,33,0.021825305103550297,0.0,0.0,0.0,0.0,0.0,0.0221200073964497,0.0,0.0,0.0,0.0,0.0,line,l31,,1000000.0,2401.7771198288433,5.768533333333334,a
30,34,0.004593888683431952,0.0015601886094674553,0.0015428531804733726,0.0045418823964497035,0.0015081823224852068,0.004507211538461538,0.010331915680473371,0.004177838387573964,0.004940597263313609,0.010487934541420116,0.0037964589497041417,0.01062661797337278,line,l32,,1000000.0,2401.7771198288433,5.768533333333334,abc
34,35,0.005356647559171597,0.0018202200443786982,0.0017855491863905323,0.005304641272189348,0.0017682137573964496,0.0052526349852071,0.012048123150887574,0.004871255547337278,0.005772697855029586,0.012238812869822483,0.004420534393491124,0.012394831730769228,line,l33,,1000000.0,2401.7771198288433,5.768533333333334,abc
35,36,0.0030683709319526626,0.0010401257396449703,0.0010227903106508874,0.003033700073964497,0.0010054548816568044,0.002999029215976331,0.006882165310650887,0.0027736686390532543,0.003293731508875739,0.006986177884615384,0.0025309726331360946,0.0070728550295857985,line,l34,,1000000.0,2401.7771198288433,5.768533333333334,abc
32,37,0.0,0.0,0.0,0.0,0.0,0.013088248890532542,0.0,0.0,0.0,0.0,0.0,0.013278938609467454,line,l35,,1000000.0,2401.7771198288433,5.768533333333334,c
120,38,0.005686020710059171,0.0019415680473372778,0.0018895617603550295,0.005738026997041419,0.0019242326183431951,0.005634014423076923,0.013105584319526626,0.0052179641272189345,0.004732572115384615,0.012897559171597631,0.0061714127218934905,0.013278938609467454,line,l115,,1000000.0,2401.7771198288433,5.768533333333334,abc
38,39,0.009759846523668639,0.0032763960798816564,0.0,0.009846523668639053,0.0,0.0,0.023004114275147928,0.008216993343195264,0.0,0.0227267474112426,0.0,0.0,line,l37,,1000000.0,2401.7771198288433,5.768533333333334,ab
38,40,0.003761788091715976,0.00128282174556213,0.0012654863165680473,0.0038311298076923075,0.001300157174556213,0.0037964589497041417,0.008841068786982247,0.004125832100591716,0.0031550480769230766,0.008598372781065088,0.0034844212278106507,0.008737056213017751,line,l38,,1000000.0,2401.7771198288433,5.768533333333334,abc
39,41,0.013088248890532542,0.0,0.0,0.0,0.0,0.0,0.013278938609467454,0.0,0.0,0.0,0.0,0.0,line,l39,,1000000.0,2401.7771198288433,5.768533333333334,a
39,42,0.0,0.0,0.0,0.010903984837278105,0.0,0.0,0.0,0.0,0.0,0.01106000369822485,0.0,0.0,line,l40,,1000000.0,2401.7771198288433,5.768533333333334,b
42,43,0.0,0.0,0.0,0.01418038091715976,0.0,0.0,0.0,0.0,0.0,0.014371070636094673,0.0,0.0,line,l41,,1000000.0,2401.7771198288433,5.768533333333334,b
40,44,0.0,0.0,0.0,0.0,0.0,0.01418038091715976,0.0,0.0,0.0,0.0,0.0,0.014371070636094673,line,l42,,1000000.0,2401.7771198288433,5.768533333333334,c
40,45,0.003761788091715976,0.00128282174556213,0.0012654863165680473,0.0038311298076923075,0.001300157174556213,0.0037964589497041417,0.008841068786982247,0.004125832100591716,0.0031550480769230766,0.008598372781065088,0.0034844212278106507,0.008737056213017751,line,l43,,1000000.0,2401.7771198288433,5.768533333333334,abc
45,46,0.0,0.0,0.0,0.021825305103550297,0.0,0.0,0.0,0.0,0.0,0.0221200073964497,0.0,0.0,line,l44,,1000000.0,2401.7771198288433,5.768533333333334,b
45,47,0.002999029215976331,0.0010227903106508874,0.0010054548816568044,0.0030683709319526626,0.0010401257396449703,0.003033700073964497,0.0070728550295857985,0.003293731508875739,0.0025309726331360946,0.006882165310650887,0.0027736686390532543,0.006986177884615384,line,l45,,1000000.0,2401.7771198288433,5.768533333333334,abc
47,48,0.008719720784023667,0.0,0.0,0.0,0.0,0.0,0.008841068786982247,0.0,0.0,0.0,0.0,0.0,line,l46,,1000000.0,2401.7771198288433,5.768533333333334,a
47,49,0.003761788091715976,0.00128282174556213,0.0012654863165680473,0.0038311298076923075,0.001300157174556213,0.0037964589497041417,0.008841068786982247,0.004125832100591716,0.0031550480769230766,0.008598372781065088,0.0034844212278106507,0.008737056213017751,line,l47,,1000000.0,2401.7771198288433,5.768533333333334,abc
48,50,0.013088248890532542,0.0,0.0,0.0,0.0,0.0,0.013278938609467454,0.0,0.0,0.0,0.0,0.0,line,l48,,1000000.0,2401.7771198288433,5.768533333333334,a
49,51,0.0022709411982248517,0.0007800943047337277,0.000762758875739645,0.0023056120562130176,0.000762758875739645,0.002253605769230769,0.0052526349852071,0.0020802514792899406,0.0018895617603550295,0.0051659578402366855,0.002478966346153846,0.005304641272189348,line,l49,,1000000.0,2401.7771198288433,5.768533333333334,abc
49,52,0.0037964589497041417,0.001300157174556213,0.0012654863165680473,0.0038311298076923075,0.00128282174556213,0.003761788091715976,0.008737056213017751,0.0034844212278106507,0.0031550480769230766,0.008598372781065088,0.004125832100591716,0.008841068786982247,line,l50,,1000000.0,2401.7771198288433,5.768533333333334,abc
52,53,0.0037964589497041417,0.001300157174556213,0.0012654863165680473,0.0038311298076923075,0.00128282174556213,0.003761788091715976,0.008737056213017751,0.0034844212278106507,0.0031550480769230766,0.008598372781065088,0.004125832100591716,0.008841068786982247,line,l51,,1000000.0,2401.7771198288433,5.768533333333334,abc
53,54,0.0037964589497041417,0.001300157174556213,0.0012654863165680473,0.0038311298076923075,0.00128282174556213,0.003761788091715976,0.008737056213017751,0.0034844212278106507,0.0031550480769230766,0.008598372781065088,0.004125832100591716,0.008841068786982247,line,l52,,1000000.0,2401.7771198288433,5.768533333333334,abc
121,55,0.006015393860946745,0.0020455806213017748,0.002010909763313609,0.0061194064349112415,0.0020802514792899406,0.006067400147928994,0.014163045488165679,0.006587463017751478,0.005061945266272189,0.013764330621301774,0.00556467270710059,0.01398969119822485,line,l116,,1000000.0,2401.7771198288433,5.768533333333334,abc
55,56,0.002999029215976331,0.0010227903106508874,0.0010054548816568044,0.0030683709319526626,0.0010401257396449703,0.003033700073964497,0.0070728550295857985,0.003293731508875739,0.0025309726331360946,0.006882165310650887,0.0027736686390532543,0.006986177884615384,line,l53,,1000000.0,2401.7771198288433,5.768533333333334,abc
56,57,0.0018722263313609465,0.000641410872781065,0.0006240754437869822,0.0019068971893491122,0.000641410872781065,0.0018895617603550295,0.004420534393491124,0.002062916050295858,0.0015775240384615383,0.004299186390532544,0.0017335428994082838,0.0043685281065088755,line,l54,,1000000.0,2401.7771198288433,5.768533333333334,abc
57,58,0.004125832100591716,0.0014041697485207099,0.0013868343195266271,0.004212509245562129,0.0014215051775147928,0.004160502958579881,0.009725175665680472,0.004524546967455621,0.0034670857988165675,0.00946514423076923,0.0038311298076923075,0.009621163091715975,line,l55,,1000000.0,2401.7771198288433,5.768533333333334,abc
57,59,0.005304641272189348,0.0017682137573964496,0.0018202200443786982,0.0052526349852071,0.0017855491863905323,0.005356647559171597,0.012238812869822483,0.004420534393491124,0.004871255547337278,0.012394831730769228,0.005772697855029586,0.012048123150887574,line,l56,,1000000.0,2401.7771198288433,5.768533333333334,abc
58,60,0.004125832100591716,0.0014041697485207099,0.0013868343195266271,0.004212509245562129,0.0014215051775147928,0.004160502958579881,0.009725175665680472,0.004524546967455621,0.0034670857988165675,0.00946514423076923,0.0038311298076923075,0.009621163091715975,line,l57,,1000000.0,2401.7771198288433,5.768533333333334,abc
59,61,0.0,0.0,0.0,0.010903984837278105,0.0,0.0,0.0,0.0,0.0,0.01106000369822485,0.0,0.0,line,l58,,1000000.0,2401.7771198288433,5.768533333333334,b
59,62,0.011372041420118342,0.003779123520710059,0.0038831360946745557,0.011268028846153846,0.0038484652366863902,0.011493389423076922,0.02622850406804733,0.009482479659763312,0.010435928254437869,0.02654054178994083,0.012360160872781065,0.025812453772189346,line,l59,,1000000.0,2401.7771198288433,5.768533333333334,abc
61,63,0.0,0.0,0.0,0.010903984837278105,0.0,0.0,0.0,0.0,0.0,0.01106000369822485,0.0,0.0,line,l60,,1000000.0,2401.7771198288433,5.768533333333334,b
62,64,0.008425018491124259,0.0028256749260355024,0.0028603457840236683,0.008268999630177513,0.0027736686390532543,0.008338341346153844,0.01893028846153846,0.009066429363905325,0.0076449241863905315,0.019467686760355027,0.006951507026627218,0.019224990754437867,line,l61,,1000000.0,2401.7771198288433,5.768533333333334,abc
62,65,0.012481508875739643,0.004264515532544378,0.004039154955621301,0.01258552144970414,0.004264515532544378,0.012481508875739643,0.0061714127218934905,0.0022709411982248517,0.0017682137573964496,0.005876710428994082,0.0022709411982248517,0.0061714127218934905,line,l62,,1000000.0,2401.7771198288433,5.768533333333334,abc
65,66,0.008737056213017751,0.002981693786982248,0.0028256749260355024,0.008806397928994082,0.002981693786982248,0.008737056213017751,0.0043165218195266265,0.0015948594674556212,0.0012308154585798817,0.004108496671597632,0.0015948594674556212,0.0043165218195266265,line,l63,,1000000.0,2401.7771198288433,5.768533333333334,abc
66,67,0.017474112426035502,0.00598072300295858,0.005651349852071005,0.017612795857988164,0.00598072300295858,0.017474112426035502,0.008650379068047337,0.0031897189349112424,0.002478966346153846,0.008234328772189348,0.0031897189349112424,0.008650379068047337,line,l64,,1000000.0,2401.7771198288433,5.768533333333334,abc
67,68,0.021218565088757392,0.007246209319526626,0.006864829881656804,0.02139191937869822,0.007246209319526626,0.021218565088757392,0.010487934541420116,0.003865800665680473,0.0030163646449704136,0.009985207100591715,0.003865800665680473,0.010487934541420116,line,l65,,1000000.0,2401.7771198288433,5.768533333333334,abc
68,69,0.016225961538461536,0.005547337278106509,0.0052526349852071,0.016364644970414198,0.005547337278106509,0.016225961538461536,0.008026303624260354,0.0029643583579881654,0.0023056120562130176,0.0076449241863905315,0.0029643583579881654,0.008026303624260354,line,l66,,1000000.0,2401.7771198288433,5.768533333333334,abc
123,70,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,line,l118,,1000000.0,2401.7771198288433,5.768533333333334,abc
70,71,0.008719720784023667,0.0,0.0,0.0,0.0,0.0,0.008841068786982247,0.0,0.0,0.0,0.0,0.0,line,l67,,1000000.0,2401.7771198288433,5.768533333333334,a
70,72,0.004160502958579881,0.0013868343195266271,0.0014215051775147928,0.004125832100591716,0.0014041697485207099,0.004212509245562129,0.009621163091715975,0.0034670857988165675,0.0038311298076923075,0.009725175665680472,0.004524546967455621,0.00946514423076923,line,l68,,1000000.0,2401.7771198288433,5.768533333333334,abc
70,73,0.0037964589497041417,0.0012654863165680473,0.001300157174556213,0.003761788091715976,0.00128282174556213,0.0038311298076923075,0.008737056213017751,0.0031550480769230766,0.0034844212278106507,0.008841068786982247,0.004125832100591716,0.008598372781065088,line,l69,,1000000.0,2401.7771198288433,5.768533333333334,abc
71,74,0.011996116863905323,0.0,0.0,0.0,0.0,0.0,0.012169471153846152,0.0,0.0,0.0,0.0,0.0,line,l70,,1000000.0,2401.7771198288433,5.768533333333334,a
74,75,0.01418038091715976,0.0,0.0,0.0,0.0,0.0,0.014371070636094673,0.0,0.0,0.0,0.0,0.0,line,l71,,1000000.0,2401.7771198288433,5.768533333333334,a
75,76,0.011996116863905323,0.0,0.0,0.0,0.0,0.0,0.012169471153846152,0.0,0.0,0.0,0.0,0.0,line,l72,,1000000.0,2401.7771198288433,5.768533333333334,a
72,77,0.0,0.0,0.0,0.0,0.0,0.011996116863905323,0.0,0.0,0.0,0.0,0.0,0.012169471153846152,line,l73,,1000000.0,2401.7771198288433,5.768533333333334,c
72,78,0.003033700073964497,0.0010054548816568044,0.0010401257396449703,0.002999029215976331,0.0010227903106508874,0.0030683709319526626,0.006986177884615384,0.0025309726331360946,0.0027736686390532543,0.0070728550295857985,0.003293731508875739,0.006882165310650887,line,l74,,1000000.0,2401.7771198288433,5.768533333333334,abc
77,79,0.0,0.0,0.0,0.0,0.0,0.01527251294378698,0.0,0.0,0.0,0.0,0.0,0.015480538091715975,line,l75,,1000000.0,2401.7771198288433,5.768533333333334,c
79,80,0.0,0.0,0.0,0.0,0.0,0.01745677699704142,0.0,0.0,0.0,0.0,0.0,0.017699473002958578,line,l76,,1000000.0,2401.7771198288433,5.768533333333334,c
78,81,0.006015393860946745,0.002010909763313609,0.0020455806213017748,0.006067400147928994,0.0020802514792899406,0.0061194064349112415,0.014163045488165679,0.005061945266272189,0.006587463017751478,0.01398969119822485,0.00556467270710059,0.013764330621301774,line,l77,,1000000.0,2401.7771198288433,5.768533333333334,abc
78,82,0.010609282544378696,0.0035364275147928993,0.003623104659763313,0.010522605399408282,0.0035884338017751474,0.010730630547337276,0.024477625739644966,0.008841068786982247,0.009742511094674555,0.024772328032544377,0.011528060281065088,0.024096246301775148,line,l78,,1000000.0,2401.7771198288433,5.768533333333334,abc
81,83,0.0015081823224852068,0.0005027274408284022,0.0005200628698224852,0.0015081823224852068,0.0005200628698224852,0.00152551775147929,0.0035364275147928993,0.0012654863165680473,0.0016468657544378696,0.0035017566568047334,0.0013868343195266271,0.003449750369822485,line,l79,,1000000.0,2401.7771198288433,5.768533333333334,abc
83,84,0.0033804086538461535,0.0011268028846153845,0.0011441383136094672,0.003415079511834319,0.0011614737426035502,0.003449750369822485,0.007956961908284023,0.0028430103550295856,0.0037097818047337272,0.007870284763313608,0.003137712647928994,0.007748936760355028,line,l80,,1000000.0,2401.7771198288433,5.768533333333334,abc
83,85,0.007142196745562129,0.0023922892011834316,0.0024269600591715975,0.007194203032544378,0.0024616309171597633,0.007280880177514793,0.016815366124260354,0.005998058431952662,0.00781827847633136,0.016607340976331358,0.006604798446745562,0.016347309541420114,line,l81,,1000000.0,2401.7771198288433,5.768533333333334,abc
85,86,0.007142196745562129,0.0023922892011834316,0.0024269600591715975,0.007194203032544378,0.0024616309171597633,0.007280880177514793,0.016815366124260354,0.005998058431952662,0.00781827847633136,0.016607340976331358,0.006604798446745562,0.016347309541420114,line,l82,,1000000.0,2401.7771198288433,5.768533333333334,abc
86,87,0.003761788091715976,0.0012654863165680473,0.00128282174556213,0.0037964589497041417,0.001300157174556213,0.0038311298076923075,0.008841068786982247,0.0031550480769230766,0.004125832100591716,0.008737056213017751,0.0034844212278106507,0.008598372781065088,line,l83,,1000000.0,2401.7771198288433,5.768533333333334,abc
86,88,0.0,0.0,0.0,0.0,0.0,0.029452893860946742,0.0,0.0,0.0,0.0,0.0,0.02986894415680473,line,l84,,1000000.0,2401.7771198288433,5.768533333333334,c
87,89,0.003761788091715976,0.0012654863165680473,0.00128282174556213,0.0037964589497041417,0.001300157174556213,0.0038311298076923075,0.008841068786982247,0.0031550480769230766,0.004125832100591716,0.008737056213017751,0.0034844212278106507,0.008598372781065088,line,l85,,1000000.0,2401.7771198288433,5.768533333333334,abc
88,90,0.0,0.0,0.0,0.0,0.0,0.020733173076923073,0.0,0.0,0.0,0.0,0.0,0.0210105399408284,line,l86,,1000000.0,2401.7771198288433,5.768533333333334,c
82,91,0.006760817307692307,0.0022709411982248517,0.0023056120562130176,0.006812823594674556,0.002340282914201183,0.00689950073964497,0.01593125924556213,0.005686020710059171,0.0074195636094674545,0.015740569526627217,0.006258089866863905,0.015480538091715975,line,l87,,1000000.0,2401.7771198288433,5.768533333333334,abc
91,92,0.0076449241863905315,0.0,0.0,0.0,0.0,0.0,0.007748936760355028,0.0,0.0,0.0,0.0,0.0,line,l88,,1000000.0,2401.7771198288433,5.768533333333334,a
91,93,0.004125832100591716,0.0013868343195266271,0.0014041697485207099,0.004160502958579881,0.0014215051775147928,0.004212509245562129,0.009725175665680472,0.0034670857988165675,0.004524546967455621,0.009621163091715975,0.0038311298076923075,0.00946514423076923,line,l89,,1000000.0,2401.7771198288433,5.768533333333334,abc
93,94,0.0,0.0,0.0,0.009811852810650886,0.0,0.0,0.0,0.0,0.0,0.00995053624260355,0.0,0.0,line,l90,,1000000.0,2401.7771198288433,5.768533333333334,b
93,95,0.0033804086538461535,0.0011268028846153845,0.0011441383136094672,0.003415079511834319,0.0011614737426035502,0.003449750369822485,0.007956961908284023,0.0028430103550295856,0.0037097818047337272,0.007870284763313608,0.003137712647928994,0.007748936760355028,line,l91,,1000000.0,2401.7771198288433,5.768533333333334,abc
95,96,0.0,0.0,0.0,0.0,0.0,0.013088248890532542,0.0,0.0,0.0,0.0,0.0,0.013278938609467454,line,l92,,1000000.0,2401.7771198288433,5.768533333333334,c
95,97,0.0033804086538461535,0.0011268028846153845,0.0011441383136094672,0.003415079511834319,0.0011614737426035502,0.003449750369822485,0.007956961908284023,0.0028430103550295856,0.0037097818047337272,0.007870284763313608,0.003137712647928994,0.007748936760355028,line,l93,,1000000.0,2401.7771198288433,5.768533333333334,abc
97,98,0.011996116863905323,0.0,0.0,0.0,0.0,0.0,0.012169471153846152,0.0,0.0,0.0,0.0,0.0,line,l94,,1000000.0,2401.7771198288433,5.768533333333334,a
97,99,0.004507211538461538,0.0015081823224852068,0.0015428531804733726,0.0045418823964497035,0.0015601886094674553,0.004593888683431952,0.01062661797337278,0.0037964589497041417,0.004940597263313609,0.010487934541420116,0.004177838387573964,0.010331915680473371,line,l95,,1000000.0,2401.7771198288433,5.768533333333334,abc
99,100,0.0,0.0,0.0,0.008719720784023667,0.0,0.0,0.0,0.0,0.0,0.008841068786982247,0.0,0.0,line,l96,,1000000.0,2401.7771198288433,5.768533333333334,b
73,101,0.004160502958579881,0.0013868343195266271,0.0014215051775147928,0.004125832100591716,0.0014041697485207099,0.004212509245562129,0.009621163091715975,0.0034670857988165675,0.0038311298076923075,0.009725175665680472,0.004524546967455621,0.00946514423076923,line,l97,,1000000.0,2401.7771198288433,5.768533333333334,abc
101,102,0.008338341346153844,0.0027736686390532543,0.0028603457840236683,0.008268999630177513,0.0028256749260355024,0.008425018491124259,0.019224990754437867,0.006951507026627218,0.0076449241863905315,0.019467686760355027,0.009066429363905325,0.01893028846153846,line,l98,,1000000.0,2401.7771198288433,5.768533333333334,abc
102,103,0.0045418823964497035,0.0015081823224852068,0.0015601886094674553,0.004507211538461538,0.0015428531804733726,0.004593888683431952,0.010487934541420116,0.0037964589497041417,0.004177838387573964,0.01062661797337278,0.004940597263313609,0.010331915680473371,line,l99,,1000000.0,2401.7771198288433,5.768533333333334,abc
103,104,0.012117464866863905,0.004039154955621301,0.0041431675295857985,0.012013452292899407,0.0040911612426035495,0.012256148298816567,0.0279793823964497,0.010106555103550295,0.01112934541420118,0.028308755547337274,0.013174926035502956,0.027528661242603548,line,l100,,1000000.0,2401.7771198288433,5.768533333333334,abc
124,105,0.0037964589497041417,0.0012654863165680473,0.001300157174556213,0.003761788091715976,0.00128282174556213,0.0038311298076923075,0.008737056213017751,0.0031550480769230766,0.0034844212278106507,0.008841068786982247,0.004125832100591716,0.008598372781065088,line,l119,,1000000.0,2401.7771198288433,5.768533333333334,abc
105,106,0.0,0.0,0.0,0.0,0.0,0.009811852810650886,0.0,0.0,0.0,0.0,0.0,0.00995053624260355,line,l101,,1000000.0,2401.7771198288433,5.768533333333334,c
105,107,0.004160502958579881,0.0013868343195266271,0.0014215051775147928,0.004125832100591716,0.0014041697485207099,0.004212509245562129,0.009621163091715975,0.0034670857988165675,0.0038311298076923075,0.009725175665680472,0.004524546967455621,0.00946514423076923,line,l102,,1000000.0,2401.7771198288433,5.768533333333334,abc
106,108,0.0,0.0,0.0,0.0,0.0,0.01418038091715976,0.0,0.0,0.0,0.0,0.0,0.014371070636094673,line,l103,,1000000.0,2401.7771198288433,5.768533333333334,c
108,109,0.0,0.0,0.0,0.0,0.0,0.03054502588757396,0.0,0.0,0.0,0.0,0.0,0.03096107618343195,line,l104,,1000000.0,2401.7771198288433,5.768533333333334,c
107,110,0.0,0.0,0.0,0.009811852810650886,0.0,0.0,0.0,0.0,0.0,0.00995053624260355,0.0,0.0,line,l105,,1000000.0,2401.7771198288433,5.768533333333334,b
107,111,0.004923261834319527,0.0016295303254437868,0.0016815366124260354,0.00488859097633136,0.0016642011834319523,0.004975268121301775,0.011372041420118342,0.004108496671597632,0.004524546967455621,0.011510724852071004,0.005356647559171597,0.011181351701183432,line,l106,,1000000.0,2401.7771198288433,5.768533333333334,abc
110,112,0.0,0.0,0.0,0.02510170118343195,0.0,0.0,0.0,0.0,0.0,0.025431074334319525,0.0,0.0,line,l107,,1000000.0,2401.7771198288433,5.768533333333334,b
111,113,0.019641041050295856,0.0,0.0,0.0,0.0,0.0,0.0199010724852071,0.0,0.0,0.0,0.0,0.0,line,l108,,1000000.0,2401.7771198288433,5.768533333333334,a
111,114,0.015151164940828401,0.0050446098372781065,0.005183293269230768,0.015029816937869821,0.005113951553254437,0.01532451923076923,0.03496556028106508,0.01263752773668639,0.013903014053254436,0.035398946005917156,0.016468657544378696,0.034410826553254434,line,l109,,1000000.0,2401.7771198288433,5.768533333333334,abc
